Game,Move No,Player,Move,chess.com Classification,Played Move Classification,Played Move Standing,Played Move Evaluation,Evaluation (Before Move),Win %,Legal Moves (At Move),Game Phase,Material Advantage,Line 1 Eval,Win % (Player),Win % (Player)_scaled,Move Quality (Delta)
5,8,Black,Qxe7,good,excellent,2,0.0,-0.09,50.4,32,Opening,3,-0.26,49.6,0.496,0.09
5,9,White,Nbd2,excellent,good,2,0.06,0.04,48.4,32,Opening,0,0.16,48.4,0.484,0.02
5,9,Black,Nf6,excellent,good,3,-0.02,-0.16,52.1,35,Opening,0,-0.26,47.9,0.479,0.14
5,10,White,O-O,best,excellent,2,0.17,0.21,49.1,36,Opening,0,0.21,49.1,0.491,-0.04
5,10,Black,O-O,best,best,1,0.18,-0.09,50.2,39,Opening,0,0.18,49.8,0.498,0.27
5,11,White,Nc4,mistake,mistake,11,-1.24,0.02,37.6,34,Opening,0,0.03,37.6,0.376,-1.26
5,11,Black,b5,inaccuracy,inaccuracy,2,-0.8,-1.24,42.4,36,Opening,0,-1.41,57.6,0.5760000000000001,0.44
5,12,White,Ncd2,best,best,1,-0.51,-0.76,44.2,39,Opening,0,-0.51,44.2,0.442,0.25
5,12,Black,Bb7,miss,mistake,4,0.59,-0.58,55.9,39,Opening,0,-0.57,44.1,0.441,1.17
5,13,White,a4,inaccuracy,inaccuracy,3,0.08,0.59,51.7,34,Opening,0,0.65,51.7,0.517,-0.51
5,13,Black,a6,mistake,inaccuracy,5,0.96,0.17,59.6,42,Opening,0,0,40.4,0.40399999999999997,0.79
5,14,White,Ne1,miss,blunder,11,-1.52,0.96,34.8,35,Opening,0,1.06,34.8,0.348,-2.48
5,14,Black,Rac8,blunder,mistake,10,0.5,-1.52,55.0,42,Opening,0,-1.59,45.0,0.45,2.02
5,15,White,f4,miss,mistake,10,-1.44,0.5,35.6,32,Opening,0,0.5,35.6,0.35600000000000004,-1.94
5,15,Black,fxe4,best,best,1,-1.48,-1.44,33.6,40,Opening,0,-1.48,66.4,0.664,-0.04
5,16,White,dxe4,inaccuracy,inaccuracy,4,-2.44,-1.64,29.6,36,Opening,-1,-1.45,29.6,0.29600000000000004,-0.8
5,16,Black,exf4,miss,mistake,5,-0.81,-2.04,43.9,40,Opening,0,-2.31,56.1,0.561,1.23
5,17,White,Rxf4,miss,mistake,3,-2.24,-0.61,25.6,39,Middlegame,-1,-0.59,25.6,0.256,-1.63
5,17,Black,Qd6,good,excellent,2,-2.12,-2.44,29.3,42,Middlegame,0,-2.41,70.7,0.7070000000000001,0.32
5,18,White,Rh4,good,inaccuracy,4,-2.81,-2.07,22.5,46,Middlegame,0,-2.27,22.5,0.225,-0.74
5,18,Black,c4,best,best,1,-2.8,-2.75,23.0,45,Middlegame,0,-2.8,77.0,0.77,-0.05
5,19,White,Qd1,good,inaccuracy,8,-3.8,-2.7,12.7,42,Middlegame,0,-2.58,12.7,0.127,-1.1
5,19,Black,d3,excellent,best,1,-3.8,-3.73,13.2,47,Middlegame,0,-3.8,86.8,0.868,-0.07
5,20,White,Bh5,best,best,1,-3.83,-3.68,9.9,38,Middlegame,0,-3.7,9.9,0.099,-0.15
5,20,Black,Qe7,excellent,inaccuracy,8,-3.32,-4.05,16.8,45,Middlegame,0,-4.1,83.2,0.8320000000000001,0.73
5,21,White,Qf3,good,mistake,9,-4.08,-3.32,9.8,39,Middlegame,0,-3.23,9.8,0.098,-0.76
5,21,Black,Nd5,miss,blunder,11,-1.62,-4.08,33.8,41,Middlegame,0,-4.41,66.2,0.662,2.46
5,22,White,Qh3,mistake,mistake,3,-3.18,-1.62,18.1,44,Middlegame,0,-1.46,18.1,0.18100000000000002,-1.56
5,22,Black,Nf4,great,best,1,-3.28,-3.19,17.0,51,Middlegame,0,-3.28,83.0,0.83,-0.09
5,23,White,Qg4,inaccuracy,inaccuracy,2,-4.28,-3.3,9.4,41,Middlegame,0,-3.29,9.4,0.094,-0.98
5,23,Black,Qf6,inaccuracy,mistake,11,-2.9,-4.23,21.0,47,Middlegame,0,-4.4,79.0,0.79,1.33
5,24,White,Nef3,best,good,2,-2.96,-2.9,23.5,40,Middlegame,0,-2.57,23.5,0.235,-0.06
5,24,Black,Ne5,excellent,best,1,-2.65,-2.65,22.0,44,Middlegame,0,-2.65,78.0,0.78,0.0
5,25,White,Nxe5,best,best,1,-3.15,-2.8,20.5,38,Middlegame,0,-3.15,20.5,0.205,-0.35
5,25,Black,Ne2+,good,inaccuracy,2,-2.07,-2.95,29.8,41,Middlegame,3,-2.73,70.2,0.7020000000000001,0.88
5,26,White,Kh1,best,great,1,-2.04,-2.02,29.6,2,Middlegame,3,-2.04,29.6,0.29600000000000004,-0.02
5,26,Black,Qxe5,great,best,1,-1.96,-2.04,30.1,44,Middlegame,3,-1.96,69.9,0.6990000000000001,0.08
5,27,White,Nf3,best,excellent,2,-1.96,-1.99,26.5,35,Middlegame,0,-1.96,26.5,0.265,0.03
5,27,Black,Qf6,excellent,best,1,-2.28,-2.35,28.4,50,Middlegame,0,-2.32,71.6,0.716,0.07
5,28,White,Qd7,good,best,1,-2.34,-2.16,26.1,35,Middlegame,0,-2.34,26.1,0.261,-0.18
5,28,Black,Bc6,best,best,1,-2.2,-2.39,27.0,45,Middlegame,0,-2.2,73.0,0.73,0.19
5,29,White,Qg4,good,inaccuracy,4,-2.62,-2.3,23.9,47,Middlegame,0,-2.36,23.9,0.239,-0.32
5,29,Black,Bb7,good,inaccuracy,6,-2.27,-2.61,28.4,43,Middlegame,0,-2.7,71.6,0.716,0.34
5,30,White,e5,excellent,good,3,-2.55,-2.16,23.6,35,Middlegame,0,-2.34,23.6,0.23600000000000002,-0.39
5,30,Black,Qe7,best,best,1,-2.34,-2.64,25.4,44,Middlegame,0,-2.34,74.6,0.746,0.3
5,31,White,Qh3,inaccuracy,inaccuracy,4,-3.17,-2.46,18.3,37,Middlegame,0,-2.63,18.3,0.183,-0.71
5,31,Black,Bxf3,miss,blunder,11,-0.94,-3.17,40.6,47,Middlegame,0,-3.24,59.4,0.594,2.23
5,32,White,gxf3,miss,blunder,2,-3.08,-0.94,18.2,31,Middlegame,-3,-0.68,18.2,0.182,-2.14
5,32,Black,Qxe5,best,best,1,-2.94,-3.18,19.1,44,Middlegame,0,-2.94,80.9,0.809,0.24
5,33,White,Bg4,inaccuracy,mistake,4,-4.78,-3.09,8.0,31,Middlegame,-1,-3.13,8.0,0.08,-1.69
5,33,Black,h6,blunder,blunder,5,2.63,-4.78,76.3,49,Middlegame,-1,-4.78,23.700000000000003,0.23700000000000002,7.41
5,34,White,Bxc8,best,best,1,2.71,2.63,76.6,24,Middlegame,-1,2.71,76.6,0.7659999999999999,0.08
5,34,Black,Rxc8,mistake,blunder,11,5.1,2.66,92.8,43,Middlegame,4,2.88,7.200000000000003,0.07200000000000002,2.44
5,35,White,Qxc8+,best,best,1,5.07,5.1,92.9,29,Middlegame,1,5.07,92.9,0.929,-0.03
5,35,Black,Kh7,best,best,1,5.7,5.15,90.8,3,Middlegame,6,5.7,9.200000000000003,0.09200000000000003,0.55
5,36,White,Rg4,excellent,mistake,10,4.47,4.33,91.2,41,Middlegame,6,5.44,91.2,0.912,0.14
5,36,Black,Qd5,excellent,good,2,5.18,4.46,91.8,32,Middlegame,6,4.49,8.200000000000003,0.08200000000000003,0.72
5,37,White,Qc7,excellent,good,2,4.44,4.71,91.0,42,Middlegame,6,5.04,91.0,0.91,-0.27
5,37,Black,Qxf3+,best,best,1,4.33,4.4,91.7,30,Middlegame,6,4.33,8.299999999999997,0.08299999999999998,-0.07
5,38,White,Rg2,forced,best,1,4.67,4.67,91.1,1,Middlegame,5,4.67,91.1,0.9109999999999999,0.0
6,1,White,d3,book,inaccuracy,10,-0.06,0.47,48.4,20,Opening,0,0.43,48.4,0.484,-0.53
6,1,Black,d5,book,excellent,3,-0.08,-0.16,49.6,20,Opening,0,-0.09,50.4,0.504,0.08
6,2,White,Nf3,book,best,1,-0.1,-0.04,48.6,27,Opening,0,-0.07,48.6,0.486,-0.06
6,2,Black,Nc6,excellent,excellent,2,0.05,-0.14,51.0,28,Opening,0,-0.12,49.0,0.49,0.19
6,3,White,c3,excellent,good,5,-0.3,0.1,47.1,30,Opening,0,0.05,47.1,0.47100000000000003,-0.4
6,3,Black,e5,excellent,best,1,-0.2,-0.29,47.5,29,Opening,0,-0.2,52.5,0.525,0.09
6,4,White,Qa4,good,good,5,-0.46,-0.25,45.2,31,Opening,0,-0.26,45.2,0.452,-0.21
6,4,Black,Bd7,best,best,1,-0.47,-0.48,45.3,34,Opening,0,-0.49,54.7,0.547,0.01
6,5,White,Qc2,best,excellent,3,-0.44,-0.47,45.2,43,Opening,0,-0.41,45.2,0.452,0.03
6,5,Black,Nf6,excellent,best,1,-0.45,-0.48,45.2,39,Opening,0,-0.5,54.8,0.5479999999999999,0.03
6,6,White,e4,best,best,1,-0.51,-0.48,45.4,32,Opening,0,-0.51,45.4,0.45399999999999996,-0.03
6,6,Black,dxe4,inaccuracy,inaccuracy,11,0.15,-0.46,51.5,36,Opening,0,-0.48,48.5,0.485,0.61
6,7,White,dxe4,best,best,1,0.2,0.15,51.5,34,Opening,-1,0.2,51.5,0.515,0.05
6,7,Black,Bc5,excellent,best,1,0.11,0.15,51.2,35,Opening,0,0.11,48.8,0.488,-0.04
6,8,White,Bg5,inaccuracy,inaccuracy,7,-0.37,0.12,45.4,37,Opening,0,0.11,45.4,0.45399999999999996,-0.49
6,8,Black,h6,best,best,1,-0.6,-0.46,44.7,41,Opening,0,-0.6,55.3,0.5529999999999999,-0.14
6,9,White,Bh4,best,best,1,-0.54,-0.53,44.6,39,Opening,0,-0.54,44.6,0.446,-0.01
6,9,Black,O-O,good,good,4,-0.25,-0.54,49.0,43,Opening,0,-0.54,51.0,0.51,0.29
6,10,White,Nbd2,excellent,best,1,-0.18,-0.1,48.5,34,Opening,0,-0.18,48.5,0.485,-0.08
6,10,Black,g5,good,good,5,0.07,-0.15,51.8,41,Opening,0,-0.08,48.2,0.48200000000000004,0.22
6,11,White,Bg3,best,best,1,0.17,0.18,51.6,35,Opening,0,0.17,51.6,0.516,-0.01
6,11,Black,Be6,inaccuracy,inaccuracy,4,0.76,0.16,57.6,41,Opening,0,0.13,42.4,0.424,0.6
6,12,White,Nxe5,miss,blunder,11,-1.73,0.76,32.7,36,Opening,0,0.56,32.7,0.327,-2.49
6,12,Black,Nxe5,best,best,1,-1.96,-1.73,33.1,52,Opening,1,-1.96,66.9,0.669,-0.23
6,13,White,Bxe5,best,best,1,-1.84,-1.69,32.2,34,Opening,-2,-1.84,32.2,0.322,-0.15
6,13,Black,Bd6,mistake,blunder,9,1.28,-1.78,63.1,47,Middlegame,1,-1.76,36.9,0.369,3.06
6,14,White,Nc4,miss,mistake,6,0.13,1.31,51.1,38,Middlegame,1,1.25,51.1,0.511,-1.18
6,14,Black,Bxe5,best,great,1,0.16,0.11,51.3,38,Middlegame,1,0.16,48.7,0.48700000000000004,0.05
6,15,White,Nxe5,best,best,1,0.07,0.13,51.0,32,Middlegame,-2,0.07,51.0,0.51,-0.06
6,15,Black,Re8,best,best,1,0.14,0.1,52.1,41,Middlegame,1,0.14,47.9,0.479,0.04
6,16,White,Rd1,good,good,4,-0.13,0.21,48.0,37,Middlegame,1,0.08,48.0,0.48,-0.34
6,16,Black,Qe7,best,best,1,-0.15,-0.2,48.1,41,Middlegame,1,-0.15,51.9,0.519,0.05
6,17,White,Bc4,best,excellent,2,-0.24,-0.19,47.3,44,Middlegame,1,-0.03,47.3,0.473,-0.05
6,17,Black,Nxe4,brilliant,good,8,0.06,-0.27,50.6,39,Middlegame,1,-0.18,49.4,0.494,0.33
6,18,White,Qxe4,blunder,blunder,4,-2.29,0.06,27.4,48,Middlegame,0,0.03,27.4,0.27399999999999997,-2.35
6,18,Black,Bxc4,great,great,1,-2.25,-2.26,27.4,35,Middlegame,3,-2.25,72.6,0.726,0.01
6,19,White,Qxc4,best,best,1,-2.27,-2.26,29.0,48,Middlegame,0,-2.27,29.0,0.29,-0.01
6,19,Black,Qxe5+,best,best,1,-2.2,-2.1,28.4,29,Middlegame,3,-2.2,71.6,0.716,-0.1
6,20,White,Kf1,mistake,blunder,2,-4.18,-2.16,13.9,4,Middlegame,0,-2.1,13.9,0.139,-2.02
6,20,Black,Rad8,great,best,1,-3.54,-3.61,15.8,41,Middlegame,0,-3.54,84.2,0.8420000000000001,0.07
6,21,White,Rxd8,mistake,best,1,-20.0,-3.42,0.0,41,Middlegame,0,-3.64,0.0,0.0,-16.58
6,21,Black,Rxd8,miss,best,1,-1.71,-20.0,28.3,34,Middlegame,5,#-1,71.7,0.7170000000000001,18.29
6,22,White,g3,best,best,1,-2.25,-2.17,31.8,30,Middlegame,0,-2.25,31.8,0.318,-0.08
6,22,Black,b5,inaccuracy,inaccuracy,6,-1.7,-1.82,34.3,44,Middlegame,0,-2.02,65.7,0.657,0.12
6,23,White,Qg4,mistake,inaccuracy,3,-2.54,-1.57,23.9,29,Middlegame,0,-1.66,23.9,0.239,-0.97
6,23,Black,h5,miss,blunder,11,-0.08,-2.61,49.2,42,Middlegame,0,-4.88,50.8,0.508,2.53
6,24,White,Qxh5,best,best,1,-0.09,-0.08,49.2,29,Middlegame,0,-0.09,49.2,0.49200000000000005,-0.01
6,24,Black,Rd1+,blunder,blunder,11,5.61,-0.08,94.0,40,Middlegame,1,-0.09,6.0,0.06,5.69
6,25,White,Qxd1,best,best,1,5.65,5.61,95.0,2,Middlegame,1,5.65,95.0,0.95,0.04
7,1,White,d3,book,inaccuracy,10,-0.06,0.47,48.4,20,Opening,0,0.43,48.4,0.484,-0.53
7,1,Black,e5,book,excellent,5,-0.01,-0.16,49.8,20,Opening,0,-0.09,50.2,0.502,0.15
7,2,White,Nf3,best,best,1,0.09,-0.02,50.9,27,Opening,0,0.09,50.9,0.509,0.11
7,2,Black,Nc6,best,best,1,0.08,0.09,50.5,30,Opening,0,0.08,49.5,0.495,-0.01
7,3,White,c3,good,excellent,4,-0.19,0.05,48.0,30,Opening,0,0.02,48.0,0.48,-0.24
7,3,Black,d5,best,excellent,3,-0.23,-0.2,47.5,32,Opening,0,-0.25,52.5,0.525,-0.03
7,4,White,Qa4,excellent,good,5,-0.46,-0.25,45.2,31,Opening,0,-0.26,45.2,0.452,-0.21
7,4,Black,Bd7,excellent,best,1,-0.47,-0.48,45.3,34,Opening,0,-0.49,54.7,0.547,0.01
7,5,White,Qc2,best,excellent,3,-0.44,-0.47,45.2,43,Opening,0,-0.41,45.2,0.452,0.03
7,5,Black,Nf6,best,best,1,-0.45,-0.48,45.2,39,Opening,0,-0.5,54.8,0.5479999999999999,0.03
7,6,White,e4,best,best,1,-0.51,-0.48,45.4,32,Opening,0,-0.51,45.4,0.45399999999999996,-0.03
7,6,Black,dxe4,good,inaccuracy,11,0.15,-0.46,51.5,36,Opening,0,-0.48,48.5,0.485,0.61
7,7,White,dxe4,best,best,1,0.2,0.15,51.5,34,Opening,-1,0.2,51.5,0.515,0.05
7,7,Black,Bg4,excellent,good,8,0.35,0.15,53.5,35,Opening,0,0.11,46.5,0.465,0.2
7,8,White,Be2,excellent,excellent,2,0.27,0.35,52.9,34,Opening,0,0.33,52.9,0.529,-0.08
7,8,Black,Bh5,good,good,6,0.54,0.29,55.9,45,Opening,0,0.28,44.1,0.441,0.25
7,9,White,Bg5,good,excellent,6,0.4,0.59,54.3,37,Opening,0,0.54,54.3,0.5429999999999999,-0.19
7,9,Black,Be7,excellent,good,4,0.44,0.43,55.8,39,Opening,0,0.33,44.2,0.442,0.01
7,10,White,Nbd2,excellent,good,5,0.44,0.58,53.5,39,Opening,0,0.53,53.5,0.535,-0.14
7,10,Black,Bg6,good,good,9,0.8,0.35,57.9,38,Opening,0,0.43,42.1,0.42100000000000004,0.45
7,11,White,O-O-O,good,inaccuracy,11,0.13,0.79,51.3,43,Opening,0,0.83,51.3,0.513,-0.66
7,11,Black,O-O,inaccuracy,inaccuracy,5,1.24,0.13,61.5,39,Opening,0,0.15,38.5,0.385,1.11
7,12,White,h4,good,good,2,0.9,1.15,58.8,39,Opening,0,1.26,58.8,0.588,-0.25
7,12,Black,h6,excellent,excellent,2,0.97,0.88,60.9,36,Opening,0,0.82,39.1,0.391,0.09
7,13,White,Be3,inaccuracy,mistake,5,0.21,1.09,48.7,39,Opening,0,0.93,48.7,0.48700000000000004,-0.88
7,13,Black,Ng4,good,excellent,2,0.14,-0.13,51.4,38,Opening,0,-0.27,48.6,0.486,0.27
7,14,White,Nc4,good,inaccuracy,7,0.04,0.14,46.0,42,Opening,0,0.05,46.0,0.46,-0.1
7,14,Black,Nxe3,mistake,mistake,5,0.88,-0.4,59.5,41,Opening,0,-0.32,40.5,0.405,1.28
7,15,White,fxe3,good,good,2,0.77,0.95,57.2,45,Opening,-3,0.94,57.2,0.5720000000000001,-0.18
7,15,Black,Qe8,excellent,good,3,0.72,0.72,59.0,37,Opening,0,0.72,41.0,0.41,0.0
7,16,White,Nfxe5,excellent,excellent,2,0.75,0.9,57.2,44,Opening,0,0.85,57.2,0.5720000000000001,-0.15
7,16,Black,Nxe5,excellent,excellent,2,0.91,0.72,57.7,34,Middlegame,1,0.57,42.3,0.423,0.19
7,17,White,Nxe5,best,best,1,0.84,0.77,59.5,40,Middlegame,-2,0.84,59.5,0.595,0.07
7,17,Black,Rd8,inaccuracy,good,4,1.25,0.95,63.5,33,Middlegame,1,0.85,36.5,0.365,0.3
7,18,White,g4,mistake,blunder,11,-0.8,1.35,42.0,45,Middlegame,1,1.27,42.0,0.42,-2.15
7,18,Black,f6,miss,blunder,11,2.58,-0.8,75.8,36,Middlegame,1,-0.85,24.200000000000003,0.24200000000000002,3.38
7,19,White,Rxd8,best,excellent,2,2.49,2.58,74.6,41,Middlegame,1,2.51,74.6,0.746,-0.09
7,19,Black,Qxd8,mistake,blunder,3,6.25,2.46,96.0,28,Middlegame,6,2.71,4.0,0.04,3.79
7,20,White,Nxg6,great,great,1,6.39,6.38,96.0,34,Middlegame,1,6.39,96.0,0.96,0.01
7,20,Black,Rf7,excellent,best,1,6.8,6.39,96.4,27,Middlegame,4,6.71,3.5999999999999943,0.03599999999999994,0.41
7,21,White,Bc4,excellent,good,2,6.62,6.56,96.8,33,Middlegame,4,6.81,96.8,0.968,0.06
7,21,Black,Qd7,good,good,4,7.7,6.74,99.3,26,Middlegame,4,6.69,0.7000000000000028,0.007000000000000029,0.96
7,22,White,Qb3,excellent,mistake,7,7.39,7.7,98.7,38,Middlegame,4,7.68,98.7,0.987,-0.31
7,22,Black,Qxg4,mistake,blunder,11,18.0,7.48,100.0,30,Middlegame,4,7.84,0.0,0.0,10.52
7,23,White,Bxf7+,best,best,1,18.0,18.0,100.0,34,Middlegame,3,#3,100.0,1.0,0.0
7,23,Black,Kh7,forced,best,1,19.0,19.0,100.0,1,Middlegame,8,#2,0.0,0.0,0.0
7,24,White,Bg8+,best,best,1,19.0,19.0,100.0,35,Middlegame,8,#2,100.0,1.0,0.0
7,24,Black,Kxg6,forced,best,1,20.0,20.0,100.0,1,Middlegame,8,#1,0.0,0.0,0.0
7,25,White,Qf7#,best,best,1,-21.0,-20.0,0.0,31,Middlegame,5,,0.0,0.0,-1.0
8,1,White,e4,book,best,1,0.43,0.47,54.5,20,Opening,0,0.43,54.5,0.545,-0.04
8,1,Black,d6,book,good,6,0.53,0.45,56.2,20,Opening,0,0.36,43.8,0.43799999999999994,0.08
8,2,White,d4,book,best,1,0.52,0.62,55.1,30,Opening,0,0.52,55.1,0.551,-0.1
8,2,Black,Nf6,book,best,1,0.55,0.51,55.5,27,Opening,0,0.55,44.5,0.445,0.04
8,3,White,Nc3,book,best,1,0.53,0.55,55.6,38,Opening,0,0.53,55.6,0.556,-0.02
8,3,Black,c6,book,inaccuracy,7,1.03,0.56,60.2,30,Opening,0,0.58,39.8,0.39799999999999996,0.47
8,4,White,Bg5,book,good,10,0.32,1.02,53.2,39,Opening,0,0.81,53.2,0.532,-0.7
8,4,Black,Qa5,good,good,5,0.51,0.32,54.3,30,Opening,0,0.3,45.7,0.457,0.19
8,5,White,Qd2,best,best,1,0.49,0.43,55.1,39,Opening,0,0.52,55.1,0.551,0.06
8,5,Black,Nbd7,best,best,1,0.49,0.51,53.6,41,Opening,0,0.49,46.4,0.46399999999999997,-0.02
8,6,White,Nf3,excellent,excellent,4,0.46,0.36,54.1,43,Opening,0,0.48,54.1,0.541,0.1
8,6,Black,e5,best,best,1,0.33,0.41,54.0,37,Opening,0,0.33,46.0,0.46,-0.08
8,7,White,dxe5,inaccuracy,inaccuracy,11,-0.36,0.4,46.4,42,Opening,0,0.42,46.4,0.46399999999999997,-0.76
8,7,Black,dxe5,best,best,1,-0.37,-0.36,47.0,36,Opening,1,-0.37,53.0,0.53,-0.01
8,8,White,Be2,inaccuracy,inaccuracy,11,-0.95,-0.3,40.5,45,Opening,0,-0.35,40.5,0.405,-0.65
8,8,Black,Be7,inaccuracy,inaccuracy,6,-0.38,-0.95,46.8,36,Opening,0,-1.04,53.2,0.532,0.57
8,9,White,O-O,best,best,1,-0.33,-0.32,47.2,46,Opening,0,-0.33,47.2,0.47200000000000003,-0.01
8,9,Black,O-O,good,inaccuracy,11,0.35,-0.28,53.5,40,Opening,0,-0.36,46.5,0.465,0.63
8,10,White,Qe1,good,inaccuracy,9,-0.38,0.35,46.4,46,Opening,0,0.46,46.4,0.46399999999999997,-0.73
8,10,Black,Nc5,mistake,mistake,11,1.52,-0.36,65.2,36,Opening,0,-0.37,34.8,0.348,1.88
8,11,White,Bd3,miss,mistake,9,-0.4,1.52,46.0,37,Opening,0,1.42,46.0,0.46,-1.92
8,11,Black,Nxd3,good,good,6,-0.18,-0.4,48.7,40,Opening,0,-0.42,51.3,0.513,0.22
8,12,White,cxd3,best,best,1,-0.17,-0.13,47.0,36,Opening,-3,-0.17,47.0,0.47,-0.04
8,12,Black,Bg4,excellent,excellent,3,-0.08,-0.3,49.8,39,Opening,0,-0.31,50.2,0.502,0.22
8,13,White,Nd2,good,good,2,-0.52,-0.02,44.4,35,Opening,0,0.02,44.4,0.444,-0.5
8,13,Black,h6,excellent,best,1,-0.6,-0.56,44.5,47,Opening,0,-0.6,55.5,0.555,-0.04
8,14,White,Nb3,good,inaccuracy,5,-1.21,-0.55,38.6,34,Opening,0,-0.53,38.6,0.386,-0.66
8,14,Black,Qc7,good,good,3,-0.79,-1.14,43.9,49,Opening,0,-1.16,56.1,0.561,0.35
8,15,White,Bd2,inaccuracy,inaccuracy,5,-1.28,-0.61,37.7,36,Opening,0,-0.6,37.7,0.377,-0.67
8,15,Black,Rad8,inaccuracy,good,4,-0.86,-1.23,38.5,45,Opening,0,-1.31,61.5,0.615,0.37
8,16,White,f3,inaccuracy,inaccuracy,5,-1.55,-1.15,33.5,32,Opening,0,-1.14,33.5,0.335,-0.4
8,16,Black,Bh5,mistake,mistake,4,-0.47,-1.65,45.6,43,Opening,0,-1.59,54.4,0.544,1.18
8,17,White,Qe3,excellent,good,2,-0.89,-0.44,42.1,37,Opening,0,-0.54,42.1,0.42100000000000004,-0.45
8,17,Black,b6,best,excellent,2,-0.75,-0.79,43.1,38,Opening,0,-0.75,56.9,0.569,0.04
8,18,White,Ne2,inaccuracy,inaccuracy,9,-1.19,-0.69,36.5,40,Opening,0,-0.82,36.5,0.365,-0.5
8,18,Black,a5,good,excellent,2,-1.15,-1.35,38.5,36,Opening,0,-1.2,61.5,0.615,0.2
8,19,White,Rad1,mistake,blunder,11,-3.63,-1.15,13.7,40,Opening,0,-1.17,13.7,0.13699999999999998,-2.48
8,19,Black,a4,great,great,1,-3.56,-3.63,11.5,36,Opening,0,-3.56,88.5,0.885,0.07
8,20,White,Nbc1,best,best,1,-3.77,-3.85,14.4,37,Opening,0,-3.77,14.4,0.14400000000000002,0.08
8,20,Black,Bc5,great,best,1,-3.58,-3.56,11.5,36,Opening,0,-3.58,88.5,0.885,-0.02
8,21,White,d4,best,best,1,-3.7,-3.85,17.7,26,Opening,0,-3.7,17.7,0.177,0.15
8,21,Black,exd4,inaccuracy,mistake,2,-2.34,-3.23,27.6,37,Opening,0,-3.84,72.4,0.7240000000000001,0.89
8,22,White,Qf4,mistake,mistake,2,-4.31,-2.24,9.8,33,Middlegame,-1,-2.41,9.8,0.098,-2.07
8,22,Black,d3+,great,great,1,-4.04,-4.08,9.7,37,Middlegame,-1,-4.04,90.3,0.903,0.04
8,23,White,Kh1,best,best,1,-4.13,-4.13,9.6,5,Middlegame,-1,-4.13,9.6,0.096,0.0
8,23,Black,Bd6,best,excellent,2,-4.19,-4.15,9.9,42,Middlegame,-1,-4.19,90.1,0.9009999999999999,-0.04
8,24,White,Qe3,good,inaccuracy,2,-4.33,-4.03,9.0,34,Middlegame,-1,-4.3,9.0,0.09,-0.3
8,24,Black,dxe2,best,best,1,-4.55,-4.41,9.3,37,Middlegame,-1,-4.55,90.7,0.907,-0.14
8,25,White,Nxe2,best,best,1,-4.52,-4.3,8.8,34,Middlegame,-4,-4.52,8.8,0.08800000000000001,-0.22
8,25,Black,Rfe8,best,best,1,-4.39,-4.48,8.9,36,Middlegame,-3,-4.97,91.1,0.9109999999999999,0.09
8,26,White,Qc3,good,inaccuracy,11,-5.28,-4.42,6.8,40,Middlegame,-3,-4.3,6.8,0.068,-0.86
8,26,Black,c5,good,mistake,9,-4.36,-5.28,9.3,40,Middlegame,-3,-5.24,90.7,0.907,0.92
8,27,White,Qc1,excellent,excellent,2,-4.69,-4.27,8.4,41,Middlegame,-3,-4.24,8.4,0.084,-0.42
8,27,Black,Be5,excellent,inaccuracy,9,-4.35,-4.63,9.6,38,Middlegame,-3,-4.6,90.4,0.904,0.28
8,28,White,b3,good,inaccuracy,10,-4.9,-4.17,7.7,32,Middlegame,-3,-4.2,7.7,0.077,-0.73
8,28,Black,axb3,excellent,good,3,-4.76,-4.9,8.4,45,Middlegame,-3,-4.96,91.6,0.9159999999999999,0.14
8,29,White,axb3,best,best,1,-4.84,-4.62,8.2,34,Middlegame,-4,-4.84,8.2,0.08199999999999999,-0.22
8,29,Black,Rd3,good,good,10,-4.18,-4.73,9.6,43,Middlegame,-3,-4.81,90.4,0.904,0.55
8,30,White,Qb1,excellent,inaccuracy,11,-4.92,-4.18,7.7,32,Middlegame,-3,-4.34,7.7,0.077,-0.74
8,30,Black,Red8,excellent,best,1,-5.12,-4.92,6.9,49,Middlegame,-3,-5.12,93.1,0.9309999999999999,-0.2
8,31,White,Qc2,inaccuracy,mistake,10,-6.2,-5.24,3.3,33,Middlegame,-3,-5.22,3.3,0.033,-0.96
8,31,Black,Qd6,good,inaccuracy,2,-5.85,-6.66,5.6,50,Middlegame,-3,-6.21,94.4,0.9440000000000001,0.81
8,32,White,Bc1,inaccuracy,mistake,11,-7.55,-5.77,1.1,37,Middlegame,-3,-5.97,1.1,0.011000000000000001,-1.78
8,32,Black,Rxd1,best,best,1,-7.56,-7.55,1.0,46,Middlegame,-3,-7.56,99.0,0.99,-0.01
8,33,White,Rxd1,good,blunder,8,-12.63,-7.59,0.0,31,Middlegame,-8,-7.82,0.0,0.0,-5.04
8,33,Black,Qxd1+,best,best,1,-9.19,-9.78,0.0,41,Middlegame,-3,-9.19,100.0,1.0,0.59
8,34,White,Qxd1,best,great,1,-9.63,-9.6,0.0,2,Middlegame,-8,-9.63,0.0,0.0,-0.03
8,34,Black,Rxd1+,best,best,1,-8.93,-9.04,0.0,38,Middlegame,1,-8.93,100.0,1.0,0.11
8,35,White,Ng1,forced,best,1,-9.21,-9.21,0.0,1,Middlegame,-8,-9.21,0.0,0.0,0.0
8,35,Black,Rxc1,best,excellent,2,-9.17,-9.02,0.0,37,Middlegame,-8,-9.19,100.0,1.0,-0.15
